accession,uniprot_entry_name,gene_symbol,protein_name,ensembl_gene_id,primary_topology_class,simplified_topology_bucket,antibody_accessibility_tier,final_accessible_in_vivo,final_accessibility_bucket,final_accessibility_confidence,surfy_surfaceome_support,surfy_tm_domains,surfy_topology,surfy_uniprot_subcellular,surfy_uniprot_keywords,hpa_predicted_secreted_support,uhlen_secretome_support,supporting_evidence_sources,has_nonisoform_surface_annotation,has_nonisoform_secreted_annotation,has_isoform_specific_surface_annotation,has_isoform_specific_secreted_annotation,has_peripheral_membrane_annotation,surface_topology_values,nonisoform_surface_locations,nonisoform_secreted_locations,relevant_keywords,classification_evidence,classification_notes,explored_as_therapeutic,total_asset_count,active_program_asset_count,discontinued_asset_count,approved_asset_count,phase3_asset_count,phase2_asset_count,phase1_asset_count,unknown_asset_count
Q8NGZ3,O13G1_HUMAN,OR13G1,Olfactory receptor 13G1 (Olfactory receptor OR1-37),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,7,NC:1-21;TM:22-44;CY:45-55;TM:56-75;NC:76-95;TM:96-117;CY:118-136;TM:137-155;NC:156-194;TM:195-219;CY:220-238;TM:239-257;NC:258-269;TM:270-289;CY:290-307,Cell membrane (Multi-pass membrane protein),Cell membrane;Complete proteome;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Olfaction;Polymorphism;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] || external_surface: SURFY positive surfaceome member tm_domains=7 topology=NC:1-21;TM:22-44;CY:45-55;TM:56-75;NC:76-95;TM:96-117;CY:118-136;TM:137-155;NC:156-194;TM:195-219;CY:220-238;TM:239-257;NC:258-269;TM:270-289;CY:290-307,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
Q8NG92,O13H1_HUMAN,OR13H1,Olfactory receptor 13H1 (Olfactory receptor ORX-1),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,7,NC:1-26;TM:27-48;CY:49-58;TM:59-78;NC:79-97;TM:98-120;CY:121-139;TM:140-161;NC:162-195;TM:196-218;CY:219-235;TM:236-259;NC:260-271;TM:272-291;CY:292-308,Cell membrane (Multi-pass membrane protein),Cell membrane;Complete proteome;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Olfaction;Polymorphism;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] || external_surface: SURFY positive surfaceome member tm_domains=7 topology=NC:1-26;TM:27-48;CY:49-58;TM:59-78;NC:79-97;TM:98-120;CY:121-139;TM:140-161;NC:162-195;TM:196-218;CY:219-235;TM:236-259;NC:260-271;TM:272-291;CY:292-308,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
Q8NGT2,O13J1_HUMAN,OR13J1,Olfactory receptor 13J1 (Olfactory receptor OR9-2),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,7,NC:1-25;TM:26-47;CY:48-58;TM:59-78;NC:79-97;TM:98-120;CY:121-139;TM:140-158;NC:159-198;TM:199-221;CY:222-240;TM:241-260;NC:261-272;TM:273-292;CY:293-312,Cell membrane (Multi-pass membrane protein),Cell membrane;Complete proteome;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Olfaction;Polymorphism;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] || external_surface: SURFY positive surfaceome member tm_domains=7 topology=NC:1-25;TM:26-47;CY:48-58;TM:59-78;NC:79-97;TM:98-120;CY:121-139;TM:140-158;NC:159-198;TM:199-221;CY:222-240;TM:241-260;NC:261-272;TM:273-292;CY:293-312,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
Q8NHC5,O14AG_HUMAN,OR14A16,Olfactory receptor 14A16 (Olfactory receptor 5AT1) (Olfactory receptor OR1-45),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,7,NC:1-22;TM:23-45;CY:46-56;TM:57-76;NC:77-95;TM:96-118;CY:119-138;TM:139-156;NC:157-194;TM:195-217;CY:218-237;TM:238-257;NC:258-268;TM:269-288;CY:289-309,Cell membrane (Multi-pass membrane protein),Cell membrane;Complete proteome;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Olfaction;Polymorphism;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] || external_surface: SURFY positive surfaceome member tm_domains=7 topology=NC:1-22;TM:23-45;CY:46-56;TM:57-76;NC:77-95;TM:96-118;CY:119-138;TM:139-156;NC:157-194;TM:195-217;CY:218-237;TM:238-257;NC:258-268;TM:269-288;CY:289-309,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
Q96R54,O14A2_HUMAN,OR14A2,Olfactory receptor 14A2 (Olfactory receptor 5AX1) (Olfactory receptor OR1-31),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,7,NC:1-22;TM:23-47;CY:48-58;TM:59-77;NC:78-89;TM:90-113;CY:114-133;TM:134-157;NC:158-191;TM:192-219;CY:220-238;TM:239-258;NC:259-269;TM:270-290;CY:291-314,Cell membrane (Multi-pass membrane protein),Cell membrane;Complete proteome;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] || external_surface: SURFY positive surfaceome member tm_domains=7 topology=NC:1-22;TM:23-47;CY:48-58;TM:59-77;NC:78-89;TM:90-113;CY:114-133;TM:134-157;NC:158-191;TM:192-219;CY:220-238;TM:239-258;NC:259-269;TM:270-290;CY:291-314,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
Q8NHC7,O14CZ_HUMAN,OR14C36,Olfactory receptor 14C36 (Olfactory receptor 5BF1) (Olfactory receptor OR1-59),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,7,NC:1-21;TM:22-46;CY:47-57;TM:58-76;NC:77-95;TM:96-117;CY:118-137;TM:138-156;NC:157-194;TM:195-217;CY:218-236;TM:237-258;NC:259-269;TM:270-290;CY:291-312,Cell membrane (Multi-pass membrane protein),Cell membrane;Complete proteome;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Olfaction;Polymorphism;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] || external_surface: SURFY positive surfaceome member tm_domains=7 topology=NC:1-21;TM:22-46;CY:47-57;TM:58-76;NC:77-95;TM:96-117;CY:118-137;TM:138-156;NC:157-194;TM:195-217;CY:218-236;TM:237-258;NC:259-269;TM:270-290;CY:291-312,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
A6ND48,O14I1_HUMAN,OR14I1,Olfactory receptor 14I1 (Olfactory receptor 5BU1),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,7,NC:1-22;TM:23-47;CY:48-58;TM:59-77;NC:78-93;TM:94-117;CY:118-137;TM:138-156;NC:157-190;TM:191-215;CY:216-238;TM:239-259;NC:260-269;TM:270-290;CY:291-311,Cell membrane (Multi-pass membrane protein),Cell membrane;Complete proteome;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Olfaction;Polymorphism;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] || external_surface: SURFY positive surfaceome member tm_domains=7 topology=NC:1-22;TM:23-47;CY:48-58;TM:59-77;NC:78-93;TM:94-117;CY:118-137;TM:138-156;NC:157-190;TM:191-215;CY:216-238;TM:239-259;NC:260-269;TM:270-290;CY:291-311,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
Q9UGF5,O14J1_HUMAN,OR14J1,Olfactory receptor 14J1 (Hs6M1-28) (Olfactory receptor 5U1) (Olfactory receptor OR6-25),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,7,NC:1-22;TM:23-47;CY:48-58;TM:59-76;NC:77-95;TM:96-118;CY:119-138;TM:139-160;NC:161-194;TM:195-217;CY:218-237;TM:238-258;NC:259-269;TM:270-290;CY:291-321,Cell membrane (Multi-pass membrane protein),Cell membrane;Complete proteome;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Olfaction;Polymorphism;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] || external_surface: SURFY positive surfaceome member tm_domains=7 topology=NC:1-22;TM:23-47;CY:48-58;TM:59-76;NC:77-95;TM:96-118;CY:119-138;TM:139-160;NC:161-194;TM:195-217;CY:218-237;TM:238-258;NC:259-269;TM:270-290;CY:291-321,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
Q8NGZ2,O14K1_HUMAN,OR14K1,Olfactory receptor 14K1 (Olfactory receptor 5AY1) (Olfactory receptor OR1-39),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,7,NC:1-19;TM:20-46;CY:47-57;TM:58-76;NC:77-95;TM:96-117;CY:118-136;TM:137-157;NC:158-191;TM:192-219;CY:220-238;TM:239-258;NC:259-269;TM:270-290;CY:291-314,Cell membrane (Multi-pass membrane protein),Cell membrane;Complete proteome;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] || external_surface: SURFY positive surfaceome member tm_domains=7 topology=NC:1-19;TM:20-46;CY:47-57;TM:58-76;NC:77-95;TM:96-117;CY:118-136;TM:137-157;NC:158-191;TM:192-219;CY:220-238;TM:239-258;NC:259-269;TM:270-290;CY:291-314,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
Q8NHC6,O14L1_HUMAN,OR14L1,Olfactory receptor 14L1 (Olfactory receptor 5AV1),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,7,NC:1-25;TM:26-49;CY:50-60;TM:61-79;NC:80-98;TM:99-121;CY:122-140;TM:141-161;NC:162-195;TM:196-222;CY:223-241;TM:242-261;NC:262-272;TM:273-293;CY:294-308,Cell membrane (Multi-pass membrane protein),Cell membrane;Complete proteome;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] || external_surface: SURFY positive surfaceome member tm_domains=7 topology=NC:1-25;TM:26-49;CY:50-60;TM:61-79;NC:80-98;TM:99-121;CY:122-140;TM:141-161;NC:162-195;TM:196-222;CY:223-241;TM:242-261;NC:262-272;TM:273-293;CY:294-308,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
Q9P1Q5,OR1A1_HUMAN,OR1A1,Olfactory receptor 1A1 (Olfactory receptor 17-7) (OR17-7) (Olfactory receptor OR17-11),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,7,NC:1-25;TM:26-49;CY:50-59;TM:60-81;NC:82-100;TM:101-120;CY:121-140;TM:141-158;NC:159-198;TM:199-220;CY:221-232;TM:233-251;NC:252-270;TM:271-290;CY:291-309,Cell membrane (Multi-pass membrane protein),Cell membrane;Complete proteome;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Olfaction;Polymorphism;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] || external_surface: SURFY positive surfaceome member tm_domains=7 topology=NC:1-25;TM:26-49;CY:50-59;TM:60-81;NC:82-100;TM:101-120;CY:121-140;TM:141-158;NC:159-198;TM:199-220;CY:221-232;TM:233-251;NC:252-270;TM:271-290;CY:291-309,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
Q9Y585,OR1A2_HUMAN,OR1A2,Olfactory receptor 1A2 (Olfactory receptor 17-6) (OR17-6) (Olfactory receptor OR17-10),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,7,NC:1-25;TM:26-49;CY:50-59;TM:60-79;NC:80-99;TM:100-120;CY:121-140;TM:141-159;NC:160-198;TM:199-221;CY:222-232;TM:233-251;NC:252-270;TM:271-290;CY:291-309,Cell membrane (Multi-pass membrane protein),Cell membrane;Complete proteome;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Olfaction;Polymorphism;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] || external_surface: SURFY positive surfaceome member tm_domains=7 topology=NC:1-25;TM:26-49;CY:50-59;TM:60-79;NC:80-99;TM:100-120;CY:121-140;TM:141-159;NC:160-198;TM:199-221;CY:222-232;TM:233-251;NC:252-270;TM:271-290;CY:291-309,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
Q8NGR6,OR1B1_HUMAN,OR1B1,Olfactory receptor 1B1 (Olfactory receptor 9-B) (OR9-B) (Olfactory receptor OR9-26),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,7,NC:1-26;TM:27-51;CY:52-62;TM:63-84;NC:85-102;TM:103-122;CY:123-142;TM:143-164;NC:165-203;TM:204-227;CY:228-246;TM:247-267;NC:268-278;TM:279-298;CY:299-318,Cell membrane (Multi-pass membrane protein),Cell membrane;Complete proteome;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Olfaction;Polymorphism;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] || external_surface: SURFY positive surfaceome member tm_domains=7 topology=NC:1-26;TM:27-51;CY:52-62;TM:63-84;NC:85-102;TM:103-122;CY:123-142;TM:143-164;NC:165-203;TM:204-227;CY:228-246;TM:247-267;NC:268-278;TM:279-298;CY:299-318,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
Q15619,OR1C1_HUMAN,OR1C1,Olfactory receptor 1C1 (Olfactory receptor OR1-42) (Olfactory receptor TPCR27),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,7,NC:1-25;TM:26-48;CY:49-58;TM:59-80;NC:81-99;TM:100-120;CY:121-137;TM:138-158;NC:159-193;TM:194-221;CY:222-240;TM:241-260;NC:261-272;TM:273-292;CY:293-314,Cell membrane (Multi-pass membrane protein),Cell membrane;Complete proteome;Disulfide bond;G-protein coupled receptor;Membrane;Olfaction;Polymorphism;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] || external_surface: SURFY positive surfaceome member tm_domains=7 topology=NC:1-25;TM:26-48;CY:49-58;TM:59-80;NC:81-99;TM:100-120;CY:121-137;TM:138-158;NC:159-193;TM:194-221;CY:222-240;TM:241-260;NC:261-272;TM:273-292;CY:293-314,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
P34982,OR1D2_HUMAN,OR1D2,Olfactory receptor 1D2 (Olfactory receptor 17-4) (OR17-4) (Olfactory receptor OR17-6) (Olfactory receptor-like protein HGMP07E),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,7,NC:1-25;TM:26-48;CY:49-58;TM:59-79;NC:80-98;TM:99-120;CY:121-139;TM:140-159;NC:160-197;TM:198-221;CY:222-240;TM:241-260;NC:261-271;TM:272-291;CY:292-312,Cell membrane (Multi-pass membrane protein),Cell membrane;Chemotaxis;Complete proteome;Disulfide bond;Fertilization;G-protein coupled receptor;Glycoprotein;Membrane;Olfaction;Polymorphism;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] pmids=16820410 || external_surface: SURFY positive surfaceome member tm_domains=7 topology=NC:1-25;TM:26-48;CY:49-58;TM:59-79;NC:80-98;TM:99-120;CY:121-139;TM:140-159;NC:160-197;TM:198-221;CY:222-240;TM:241-260;NC:261-271;TM:272-291;CY:292-312,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
P47884,OR1D4_HUMAN,OR1D4,Olfactory receptor 1D4 (Olfactory receptor 17-30) (OR17-30),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,7,NC:1-25;TM:26-48;CY:49-59;TM:60-79;NC:80-98;TM:99-120;CY:121-139;TM:140-163;NC:164-193;TM:194-218;CY:219-238;TM:239-260;NC:261-271;TM:272-291;CY:292-311,Cell membrane (Multi-pass membrane protein),Cell membrane;Complete proteome;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] || external_surface: SURFY positive surfaceome member tm_domains=7 topology=NC:1-25;TM:26-48;CY:49-59;TM:60-79;NC:80-98;TM:99-120;CY:121-139;TM:140-163;NC:164-193;TM:194-218;CY:219-238;TM:239-260;NC:261-271;TM:272-291;CY:292-311,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
P58170,OR1D5_HUMAN,OR1D5,Olfactory receptor 1D5 (Olfactory receptor 17-31) (OR17-31),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,7,NC:1-25;TM:26-48;CY:49-59;TM:60-79;NC:80-98;TM:99-120;CY:121-139;TM:140-163;NC:164-193;TM:194-218;CY:219-238;TM:239-260;NC:261-271;TM:272-289;CY:290-312,Cell membrane (Multi-pass membrane protein),Cell membrane;Complete proteome;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] || external_surface: SURFY positive surfaceome member tm_domains=7 topology=NC:1-25;TM:26-48;CY:49-59;TM:60-79;NC:80-98;TM:99-120;CY:121-139;TM:140-163;NC:164-193;TM:194-218;CY:219-238;TM:239-260;NC:261-271;TM:272-289;CY:290-312,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
P30953,OR1E1_HUMAN,OR1E1,Olfactory receptor 1E1 (Olfactory receptor 13-66) (OR13-66) (Olfactory receptor 17-2/17-32) (OR17-2) (OR17-32) (Olfactory receptor 1E5) (Olfactory receptor 1E6) (Olfactory receptor 5-85) (OR5-85) (Olfactory receptor OR17-18) (Olfactory receptor-like protein HGMP07I),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,7,NC:1-27;TM:28-49;CY:50-59;TM:60-81;NC:82-100;TM:101-120;CY:121-138;TM:139-158;NC:159-196;TM:197-219;CY:220-236;TM:237-260;NC:261-271;TM:272-292;CY:293-314,Cell membrane (Multi-pass membrane protein),Cell membrane;Complete proteome;G-protein coupled receptor;Glycoprotein;Membrane;Olfaction;Polymorphism;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] || external_surface: SURFY positive surfaceome member tm_domains=7 topology=NC:1-27;TM:28-49;CY:50-59;TM:60-81;NC:82-100;TM:101-120;CY:121-138;TM:139-158;NC:159-196;TM:197-219;CY:220-236;TM:237-260;NC:261-271;TM:272-292;CY:293-314,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
P47887,OR1E2_HUMAN,OR1E2,Olfactory receptor 1E2 (Olfactory receptor 17-93/17-135/17-136) (OR17-135) (OR17-136) (OR17-93) (Olfactory receptor 1E4),,multipass_surface,Multipass,lower_confidence_multipass,1,multipass_surface,medium,1,7,NC:1-27;TM:28-49;CY:50-58;TM:59-81;NC:82-100;TM:101-121;CY:122-145;TM:146-167;NC:168-205;TM:206-228;CY:229-245;TM:246-269;NC:270-280;TM:281-301;CY:302-323,Cell membrane (Multi-pass membrane protein),Cell membrane;Complete proteome;Disulfide bond;G-protein coupled receptor;Glycoprotein;Membrane;Olfaction;Polymorphism;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix,0,0,UniProt|SURFY,1,0,0,0,0,Multi-pass membrane protein,Cell membrane,,Cell membrane|Membrane|Transmembrane|Transmembrane helix,surface: Cell membrane [Multi-pass membrane protein] || external_surface: SURFY positive surfaceome member tm_domains=7 topology=NC:1-27;TM:28-49;CY:50-58;TM:59-81;NC:82-100;TM:101-121;CY:122-145;TM:146-167;NC:168-205;TM:206-228;CY:229-245;TM:246-269;NC:270-280;TM:281-301;CY:302-323,broad cell-surface count is inflated by multipass membrane proteins,0,0,0,0,0,0,0,0,0
